"tconst","primaryTitle","originalTitle","startYear","runtimeMinutes","genres","numVotes"
"tt0035423","Kate & Leopold","Kate & Leopold","2001","118","Comedy,Fantasy,Romance",87032
"tt0038687","Let There Be Light","Let There Be Light","1980","58","Documentary,War",1952
"tt0052607","The Battle of the Sexes","The Battle of the Sexes","1960","84","Comedy",1638
"tt0052646","The Brain That Wouldn't Die","The Brain That Wouldn't Die","1962","82","Horror,Sci-Fi",7314
"tt0052680","Cash McCall","Cash McCall","1960","102","Drama,Romance",1552
"tt0052698","Classe Tous Risques","Classe tous risques","1960","110","Crime,Drama,Romance",4039
"tt0052784","Skeleton of Mrs. Morales","El esqueleto de la señora Morales","1960","85","Comedy,Crime,Horror",1465
"tt0052811","The Flesh and the Fiends","The Flesh and the Fiends","1960","94","Crime,Drama,Thriller",2205
"tt0052832","The Fugitive Kind","The Fugitive Kind","1960","119","Drama,Romance",6792
"tt0052849","The Girl in Lovers Lane","The Girl in Lovers Lane","1960","78","Crime,Drama,Romance",1075
"tt0052961","Kapo","Kapò","1960","117","Drama,War",2478
"tt0052997","The League of Gentlemen","The League of Gentlemen","1960","116","Comedy,Crime,Drama",4997
"tt0053106","Letter Never Sent","Neotpravlennoe pismo","1960","96","Adventure,Drama",3960
"tt0053244","The Savage Innocents","The Savage Innocents","1960","110","Adventure,Crime,Drama",1968
"tt0053250","First Spaceship on Venus","Der schweigende Stern","1960","93","Sci-Fi",3014
"tt0053279","Sign of the Lion","Le signe du lion","1962","103","Drama",2261
"tt0053459","Eyes Without a Face","Les yeux sans visage","1960","90","Drama,Horror",33396
"tt0053472","Breathless","À bout de souffle","1960","90","Crime,Drama",84956
"tt0053559","13 Ghosts","13 Ghosts","1960","85","Horror,Mystery",6610
"tt0053570","Adua e le compagne","Adua e le compagne","1960","106","Comedy,Drama",1305
"tt0053571","The Adventures of Huckleberry Finn","The Adventures of Huckleberry Finn","1960","107","Adventure,Comedy,Drama",1565
"tt0053579","Late Autumn","Akibiyori","1960","128","Comedy,Drama",5742
"tt0053580","The Alamo","The Alamo","1960","162","Adventure,Drama,History",16773
"tt0053593","The Amazing Transparent Man","The Amazing Transparent Man","1960","58","Horror,Sci-Fi",2600
"tt0053598","The Loves of Hercules","Gli amori di Ercole","1960","102","Adventure,Fantasy",1255
"tt0053602","The Angry Silence","The Angry Silence","1960","95","Drama",1605
"tt0053604","The Apartment","The Apartment","1960","125","Comedy,Drama,Romance",187396
"tt0053619","L'Avventura","L'avventura","1960","144","Drama,Mystery,Romance",31288
"tt0053622","BUtterfield 8","BUtterfield 8","1960","109","Drama,Romance",7082
"tt0053636","The Baroness from the Gas Station","Baronessen fra benzintanken","1960","122","Comedy,Romance",1185
"tt0053643","Bell' Antonio","Il bell'Antonio","1960","105","Comedy,Drama",1737
"tt0053644","The Bellboy","The Bellboy","1960","72","Comedy",4659
"tt0053645","Bells Are Ringing","Bells Are Ringing","1960","126","Comedy,Musical,Romance",3614
"tt0053651","Beyond the Time Barrier","Beyond the Time Barrier","1960","74","Romance,Sci-Fi",1849
"tt0053666","Les Bonnes Femmes","Les bonnes femmes","1960","100","Drama,Mystery,Romance",3060
"tt0053677","The Brides of Dracula","The Brides of Dracula","1960","85","Horror",8267
"tt0053690","Can-Can","Can-Can","1960","131","Comedy,Musical",2424
"tt0053699","Carry on Constable","Carry on Constable","1960","86","Comedy",2695
"tt0053715","Cimarron","Cimarron","1960","147","Drama,Romance,Western",3259
"tt0053716","Cinderfella","Cinderfella","1960","91","Comedy,Family,Fantasy",3651
"tt0053717","Circus of Horrors","Circus of Horrors","1960","92","Drama,Horror",2240
"tt0053719","The City of the Dead","The City of the Dead","1960","78","Horror,Mystery,Thriller",8053
"tt0053724","El cochecito","El cochecito","1960","85","Comedy,Drama",1431
"tt0053729","Comanche Station","Comanche Station","1960","73","Drama,Western",4079
"tt0053740","The Concrete Jungle","The Criminal","1960","97","Crime,Drama,Thriller",1681
"tt0053746","The Lady with the Dog","Dama s sobachkoy","1960","83","Drama,Romance",1086
"tt0053765","The Goddess","Devi","1960","93","Drama",2576
"tt0053768","Dinosaurus!","Dinosaurus!","1960","83","Adventure,Comedy,Fantasy",1639
"tt0053772","The Devil's Eye","Djävulens öga","1960","87","Comedy,Drama,Fantasy",4379
"tt0053779","La Dolce Vita","La dolce vita","1960","174","Comedy,Drama",75760
"tt0053793","Elmer Gantry","Elmer Gantry","1960","146","Drama",12249
"tt0053796","The Entertainer","The Entertainer","1960","96","Drama",3610
"tt0053802","Blood and Roses","Et mourir de plaisir","1960","90","Drama,Horror,Romance",1352
"tt0053804","Exodus","Exodus","1960","208","Action,Drama,War",10537
"tt0053810","The Facts of Life","The Facts of Life","1960","103","Comedy,Drama,Romance",1645
"tt0053825","Flaming Star","Flaming Star","1960","101","Drama,Western",3787
"tt0053841","From the Terrace","From the Terrace","1960","149","Drama,Romance",3012
"tt0053848","G.I. Blues","G.I. Blues","1960","104","Comedy,Musical",4236
"tt0053849","The Gallant Hours","The Gallant Hours","1960","115","Biography,Drama,War",1768
"tt0053877","The Grass Is Greener","The Grass Is Greener","1960","104","Comedy,Drama,Romance",5507
"tt0053879","The Great Impostor","The Great Impostor","1960","113","Comedy,Drama",1610
"tt0053882","The 3 Worlds of Gulliver","The 3 Worlds of Gulliver","1960","99","Adventure,Family,Fantasy",2925
"tt0053899","Hell Bent for Leather","Hell Bent for Leather","1960","82","Western",1158
"tt0053900","Hell Is a City","Hell Is a City","1960","98","Crime,Thriller",1253
"tt0053901","Hell to Eternity","Hell to Eternity","1960","131","Biography,Drama,War",1529
"tt0053902","Heller in Pink Tights","Heller in Pink Tights","1960","100","Western",1460
"tt0053917","Home from the Hill","Home from the Hill","1960","150","Drama,Romance",3628
"tt0053925","House of Usher","House of Usher","1960","79","Drama,Horror",14175
"tt0053946","Inherit the Wind","Inherit the Wind","1960","128","Biography,Drama,History",31586
"tt0053957","It Started in Naples","It Started in Naples","1960","100","Comedy,Drama",2987
"tt0053967","The Young One","The Young One","1960","96","Drama",2932
"tt0053976","The Virgin Spring","Jungfrukällan","1960","89","Drama",30487
"tt0053987","The Steamroller and the Violin","Katok i skripka","1961","46","Drama",6811
"tt0053994","Kidnapped","Kidnapped","1960","97","Action,Adventure,Drama",1539
"tt0054001","Inspector Palmu's Error","Komisario Palmun erehdys","1960","109","Comedy,Crime,Mystery",2014
"tt0054004","Knights of the Teutonic Order","Krzyzacy","1960","166","Adventure,Drama,History",2088
"tt0054016","The Last Voyage","The Last Voyage","1960","91","Action,Adventure,Drama",2288
"tt0054017","Last Woman on Earth","Last Woman on Earth","1960","71","Drama,Horror,Mystery",2052
"tt0054020","The Leech Woman","The Leech Woman","1960","77","Horror,Romance,Sci-Fi",2050
"tt0054022","Let's Make Love","Let's Make Love","1960","119","Comedy,Musical,Romance",7782
"tt0054033","The Little Shop of Horrors","The Little Shop of Horrors","1960","72","Comedy,Horror",18865
"tt0054038","The Lost World","The Lost World","1960","97","Adventure,Fantasy,Sci-Fi",4260
"tt0054042","Macario","Macario","1960","91","Drama,Fantasy,Mystery",3945
"tt0054047","The Magnificent Seven","The Magnificent Seven","1960","128","Action,Adventure,Drama",98709
"tt0054049","Make Mine Mink","Make Mine Mink","1960","101","Comedy",1104
"tt0054067","Black Sunday","La maschera del demonio","1960","87","Horror",16668
"tt0054073","The Cloud-Capped Star","Meghe Dhaka Tara","1960","126","Drama,Musical",2995
"tt0054084","Midnight Lace","Midnight Lace","1960","103","Crime,Drama,Music",5705
"tt0054086","The Millionairess","The Millionairess","1960","90","Comedy,Drama,Romance",1940
"tt0054091","Seven Days... Seven Nights","Moderato cantabile","1960","91","Drama",1112
"tt0054098","Mughal-E-Azam","Mughal-E-Azam","1960","197","Drama,Romance,War",8532
"tt0054099","Mill of the Stone Women","Il mulino delle donne di pietra","1960","96","Horror,Sci-Fi",1934
"tt0054102","Murder, Inc.","Murder, Inc.","1960","103","Biography,Crime,Drama",1595
"tt0054115","Never Let Go","Never Let Go","1960","90","Crime,Drama,Thriller",1620
"tt0054116","Never Take Candy from A Stranger","Never Take Sweets from a Stranger","1960","81","Drama,Horror,Mystery",1823
"tt0054119","Innocent Sorcerers","Niewinni czarodzieje","1960","83","Drama,Music,Romance",1447
"tt0054127","North to Alaska","North to Alaska","1960","122","Comedy,Romance,Western",8159
"tt0054130","La Notte","La notte","1961","122","Drama",22901
"tt0054135","Ocean's Eleven","Ocean's Eleven","1960","127","Comedy,Crime,Music",24237
"tt0054144","When a Woman Ascends the Stairs","Onna ga kaidan wo agaru toki","1960","111","Drama",4629
"tt0054156","Paris Belongs to Us","Paris nous appartient","1961","141","Drama,Mystery,Thriller",2594
"tt0054159","Passenger","Pasazerka","1963","62","Drama,War",1984
"tt0054167","Peeping Tom","Peeping Tom","1960","101","Drama,Horror,Thriller",37311
"tt0054172","Pepe","Pepe","1960","180","Comedy,Musical",1089
"tt0054177","The Little Soldier","Le petit soldat","1963","88","Drama,War",7841
"tt0054188","Please Don't Eat the Daisies","Please Don't Eat the Daisies","1960","112","Comedy,Family,Romance",4753
"tt0054189","Purple Noon","Plein soleil","1960","118","Crime,Drama,Thriller",17871
"tt0054195","Pollyanna","Pollyanna","1960","134","Comedy,Drama,Family",10857
"tt0054197","Portrait in Black","Portrait in Black","1960","112","Crime,Drama,Mystery",1693
"tt0054198","Never on Sunday","Pote tin Kyriaki","1960","91","Comedy,Drama,Romance",5938
"tt0054205","Primary","Primary","1960","60","Documentary,History,News",1414
"tt0054209","Private Property","Private Property","1960","79","Crime,Drama",1131
"tt0054215","Psycho","Psycho","1960","109","Horror,Mystery,Thriller",690516
"tt0054225","Girl with a Suitcase","La ragazza con la valigia","1961","121","Drama,Romance",2290
"tt0054230","The Rat Race","The Rat Race","1960","105","Comedy,Drama,Romance",1343
"tt0054240","Orgy of the Dead","Orgy of the Dead","1965","92","Fantasy,Horror",3151
"tt0054243","The Rise and Fall of Legs Diamond","The Rise and Fall of Legs Diamond","1960","101","Biography,Crime,History",1310
"tt0054248","Rocco and His Brothers","Rocco e i suoi fratelli","1960","179","Crime,Drama,Sport",20150
"tt0054269","Saturday Night and Sunday Morning","Saturday Night and Sunday Morning","1960","89","Drama,Romance",8967
"tt0054279","School for Scoundrels","School for Scoundrels","1960","97","Comedy",3760
"tt0054285","Atom Age Vampire","Seddok, l'erede di Satana","1960","107","Horror,Sci-Fi",1673
"tt0054286","Cruel Story of Youth","Seishun zankoku monogatari","1960","96","Crime,Drama",2455
"tt0054292","Sergeant Rutledge","Sergeant Rutledge","1960","111","Crime,Drama,Western",5043
"tt0054295","Seven Thieves","Seven Thieves","1960","102","Crime,Drama",1625
"tt0054296","Seven Ways from Sundown","Seven Ways from Sundown","1960","87","Drama,Western",1196
"tt0054310","Sink the Bismarck!","Sink the Bismarck!","1960","97","Action,Drama,History",7979
"tt0054325","Take Aim at the Police Van","'Jûsangô taihisen' yori: Sono gosôsha o nerae","1960","79","Action,Crime,Mystery",1099
"tt0054326","Sons and Lovers","Sons and Lovers","1960","103","Drama",1700
"tt0054331","Spartacus","Spartacus","1960","197","Adventure,Biography,Drama",138906
"tt0054333","Horrors of Spider Island","Ein Toter hing im Netz","1960","89","Horror",4121
"tt0054343","The Story of Ruth","The Story of Ruth","1960","132","Drama,History,Romance",1340
"tt0054345","Strangers When We Meet","Strangers When We Meet","1960","117","Drama,Romance",2498
"tt0054353","The Sundowners","The Sundowners","1960","133","Drama",4573
"tt0054354","Sunrise at Campobello","Sunrise at Campobello","1960","144","Biography,Drama",1437
"tt0054357","Swiss Family Robinson","Swiss Family Robinson","1960","126","Adventure,Family",17326
"tt0054358","Sword of Sherwood Forest","Sword of Sherwood Forest","1960","80","Adventure,Drama,History",1416
"tt0054367","Tall Story","Tall Story","1960","91","Comedy,Sport",1153
"tt0054371","The 1,000 Eyes of Dr. Mabuse","Die 1000 Augen des Dr. Mabuse","1960","103","Crime,Mystery,Thriller",3613
"tt0054377","Testament of Orpheus","Le testament d'Orphée ou ne me demandez pas pourquoi","1960","77","Biography,Fantasy",3566
"tt0054387","The Time Machine","The Time Machine","1960","103","Adventure,Romance,Sci-Fi",43110
"tt0054389","Shoot the Piano Player","Tirez sur le pianiste","1960","81","Crime,Drama,Thriller",20024
"tt0054393","Tormented","Tormented","1960","75","Horror,Thriller",2763
"tt0054395","Dead Eyes of London","Die toten Augen von London","1961","104","Crime,Horror,Mystery",1240
"tt0054403","The Trials of Oscar Wilde","The Trials of Oscar Wilde","1960","123","Biography,Drama,History",1050
"tt0054407","Le Trou","Le trou","1960","131","Crime,Drama,Thriller",19174
"tt0054412","Tunes of Glory","Tunes of Glory","1960","107","Drama",4342
"tt0054413","Everybody Go Home!","Tutti a casa","1960","122","Comedy,Drama,War",1366
"tt0054415","12 to the Moon","12 to the Moon","1960","74","Sci-Fi",1304
"tt0054416","The Two Faces of Dr. Jekyll","The Two Faces of Dr. Jekyll","1960","88","Horror",3119
"tt0054417","Two Way Stretch","Two Way Stretch","1960","78","Comedy,Crime",2524
"tt0054425","Taxi for Tobruk","Un taxi pour Tobrouk","1961","95","Drama,War",2012
"tt0054428","The Unforgiven","The Unforgiven","1960","125","Drama,Romance,Western",9110
"tt0054442","Il vigile","Il vigile","1960","104","Comedy",1499
"tt0054443","Village of the Damned","Village of the Damned","1960","77","Horror,Sci-Fi",18411
"tt0054446","Visit to a Small Planet","Visit to a Small Planet","1960","85","Comedy,Sci-Fi",1395
"tt0054452","La Vérité","La vérité","1960","128","Drama",4158
"tt0054453","The Wackiest Ship in the Army","The Wackiest Ship in the Army","1960","99","Comedy,Drama,War",2285
"tt0054460","The Bad Sleep Well","Warui yatsu hodo yoku nemuru","1960","151","Crime,Drama,Thriller",13360
"tt0054469","Where the Boys Are","Where the Boys Are","1960","99","Comedy,Drama,Romance",2911
"tt0054473","Who Was That Lady?","Who Was That Lady?","1960","115","Comedy,Romance",1619
"tt0054476","Wild River","Wild River","1960","110","Drama,History,Romance",5787
"tt0054483","The World of Suzie Wong","The World of Suzie Wong","1960","126","Drama,Romance",2660
"tt0054494","Zazie dans le Métro","Zazie dans le métro","1960","93","Comedy,Fantasy",6512
"tt0054495","Bad Luck","Zezowate szczescie","1960","92","Comedy",1304
"tt0054594","The Absent Minded Professor","The Absent Minded Professor","1961","92","Comedy,Family,Sci-Fi",8859
"tt0054599","Accattone","Accattone","1961","117","Drama",9720
"tt0054601","Ada","Ada","1961","109","Drama,Romance",1062
"tt0054614","All Night Long","All Night Long","1962","91","Drama,Music",1371
"tt0054632","Last Year at Marienbad","L'année dernière à Marienbad","1961","94","Drama,Mystery",23871
"tt0054640","The Assassin","L'assassino","1961","97","Crime,Thriller",1449
"tt0054642","Atlantis: The Lost Continent","Atlantis: The Lost Continent","1961","90","Adventure,Sci-Fi",2022
"tt0054649","Babes in Toyland","Babes in Toyland","1961","106","Comedy,Family,Fantasy",4539
"tt0054652","Bachelor in Paradise","Bachelor in Paradise","1961","109","Comedy,Romance",1757
"tt0054653","Back Street","Back Street","1961","107","Drama",1237
"tt0054665","The Fabulous Baron Munchausen","Baron Prásil","1962","83","Adventure,Animation,Comedy",2774
"tt0054668","The Brainiac","El barón del terror","1962","77","Horror,Sci-Fi,Thriller",1212
"tt0054673","The Beast of Yucca Flats","The Beast of Yucca Flats","1961","54","Horror,Sci-Fi",10073
"tt0054687","Blast of Silence","Blast of Silence","1961","77","Crime,Drama,Thriller",4825
"tt0054691","Bloodlust!","Bloodlust!","1961","68","Horror,Thriller",2527
"tt0054692","Blue Hawaii","Blue Hawaii","1961","102","Comedy,Musical",7065
"tt0054698","Breakfast at Tiffany's","Breakfast at Tiffany's","1961","115","Comedy,Drama,Romance",186093
"tt0054709","Pigs and Battleships","Buta to gunkan","1961","108","Action,Comedy,Crime",2453
"tt0054724","I Eat Your Skin","Zombie","1971","92","Horror",1592
"tt0054727","Carry on Regardless","Carry on Regardless","1961","90","Comedy",2348
"tt0054731","Cash on Demand","Cash on Demand","1961","89","Crime,Drama,Mystery",2521
"tt0054734","The Counterfeiters of Paris","Le cave se rebiffe","1961","98","Comedy,Crime",1353
"tt0054743","The Children's Hour","The Children's Hour","1961","108","Drama,Romance",17437
"tt0054745","Chronicle of a Summer","Chronique d'un été (Paris 1960)","1961","85","Documentary,History",3353
"tt0054749","Two Women","La ciociara","1960","101","Drama,War",11874
"tt0054756","The Colossus of Rhodes","Il colosso di Rodi","1961","127","Adventure,Drama,History",3871
"tt0054757","The Comancheros","The Comancheros","1961","107","Drama,Western",9639
"tt0054759","Come September","Come September","1961","112","Comedy,Romance",3900
"tt0054768","Creature from the Haunted Sea","Creature from the Haunted Sea","1961","63","Comedy,Horror",3169
"tt0054777","The Curse of the Werewolf","The Curse of the Werewolf","1961","93","Horror",6511
"tt0054790","The Day the Earth Caught Fire","The Day the Earth Caught Fire","1961","99","Drama,Romance,Sci-Fi",5724
"tt0054795","The Deadly Companions","The Deadly Companions","1961","93","Adventure,Western",2639
"tt0054803","Nine Days of One Year","Devyat dney odnogo goda","1962","111","Drama",1195
"tt0054805","The Devil at 4 O'Clock","The Devil at 4 O'Clock","1961","126","Adventure,Drama,Thriller",2430
"tt0054814","Don Camillo monsignore... ma non troppo","Don Camillo monsignore... ma non troppo","1961","109","Comedy",1849
"tt0054821","The Snitch","Le doulos","1962","108","Crime,Thriller",11441
"tt0054847","El Cid","El Cid","1961","182","Biography,Drama,History",15071
"tt0054850","Hercules in the Haunted World","Ercole al centro della Terra","1961","91","Adventure,Fantasy,Horror",2185
"tt0054851","Hercules and the Captive Women","Ercole alla conquista di Atlantide","1961","101","Adventure,Comedy,Fantasy",1560
"tt0054853","The Errand Boy","The Errand Boy","1961","92","Comedy,Family",2072
"tt0054861","The Exiles","The Exiles","1961","72","Drama",1265
"tt0054866","Fanny","Fanny","1961","134","Drama,Romance",2514
"tt0054880","Flaming Creatures","Flaming Creatures","1963","45","Comedy,Drama,Horror",1577
"tt0054885","Flower Drum Song","Flower Drum Song","1961","133","Comedy,Musical,Romance",3499
"tt0054890","The Four Horsemen of the Apocalypse","The Four Horsemen of the Apocalypse","1962","153","Drama,War",2261
"tt0054892","Francis of Assisi","Francis of Assisi","1961","105","Biography,Drama,History",1074
"tt0054923","Gidget Goes Hawaiian","Gidget Goes Hawaiian","1961","101","Comedy,Music,Romance",1146
"tt0054936","Goodbye Again","Goodbye Again","1961","120","Drama,Romance",2946
"tt0054938","Gorgo","Gorgo","1961","78","Horror,Sci-Fi",3805
"tt0054944","Greyfriars Bobby: The True Story of a Dog","Greyfriars Bobby: The True Story of a Dog","1961","91","Drama,Family",1735
"tt0054949","War of the Buttons","La guerre des boutons","1962","90","Comedy,Family",2721
"tt0054953","The Guns of Navarone","The Guns of Navarone","1961","158","Action,Adventure,Drama",53350
"tt0054988","Homicidal","Homicidal","1961","88","Horror,Mystery,Thriller",3414
"tt0054989","The Honeymoon Machine","The Honeymoon Machine","1961","87","Comedy,Romance",1478
"tt0054997","The Hustler","The Hustler","1961","134","Drama,Sport",84380
"tt0055018","The Innocents","The Innocents","1961","100","Horror",31763
"tt0055019","The Intruder","The Intruder","1962","84","Drama",3655
"tt0055024","It Happened Here","It Happened Here","1964","101","Drama,Sci-Fi,War",1215
"tt0055031","Judgment at Nuremberg","Judgment at Nuremberg","1961","179","Drama,War",80396
"tt0055032","Jules and Jim","Jules et Jim","1962","105","Drama,Romance",43132
"tt0055038","Gas, Inspector Palmu!","Kaasua, komisario Palmu!","1961","99","Comedy,Crime,Mystery",1603
"tt0055047","King of Kings","King of Kings","1961","168","Biography,Drama",8579
"tt0055052","The End of Summer","Kohayagawa-ke no aki","1961","103","Drama",4287
"tt0055058","Konga","Konga","1961","90","Horror,Sci-Fi,Thriller",2009
"tt0055069","The Ladies Man","The Ladies Man","1961","106","Comedy",4370
"tt0055073","The Last Sunset","The Last Sunset","1961","112","Drama,Romance,Western",3442
"tt0055082","Léon Morin, Priest","Léon Morin, prêtre","1961","117","Drama,Romance,War",5418
"tt0055093","Lola","Lola","1961","90","Drama,Romance",7148
"tt0055100","Lover Come Back","Lover Come Back","1961","107","Comedy,Drama,Romance",8403
"tt0055106","Werewolf in a Girls' Dormitory","Lycanthropus","1961","85","Horror,Mystery",1243
"tt0055119","Madalena","Madalena","1960","91","Drama,Romance",1196
"tt0055124","A Majority of One","A Majority of One","1961","156","Comedy,Drama,Family",1129
"tt0055152","Master of the World","Master of the World","1961","102","Adventure,Sci-Fi",3390
"tt0055153","Mother Joan of the Angels","Matka Joanna od Aniolów","1961","110","Drama,Horror,Mystery",4059
"tt0055184","The Misfits","The Misfits","1961","125","Drama,Romance,Western",22007
"tt0055198","Mothra","Mosura","1961","101","Adventure,Fantasy,Sci-Fi",4801
"tt0055200","Mr. Sardonicus","Mr. Sardonicus","1961","89","Drama,Horror,Mystery",3198
"tt0055205","Murder She Said","Murder She Said","1961","87","Comedy,Crime,Drama",8213
"tt0055207","Mysterious Island","Mysterious Island","1961","101","Adventure,Family,Fantasy",8049
"tt0055214","The Naked Edge","The Naked Edge","1961","97","Crime,Mystery,Thriller",1379
"tt0055230","Night Tide","Night Tide","1961","86","Drama,Horror,Romance",3748
"tt0055233","The Human Condition III: A Soldier's Prayer","Ningen no jôken","1961","190","Drama,History,War",6843
"tt0055254","One Hundred and One Dalmatians","One Hundred and One Dalmatians","1961","79","Adventure,Animation,Comedy",174824
"tt0055256","One, Two, Three","One, Two, Three","1961","104","Comedy",22136
"tt0055257","One-Eyed Jacks","One-Eyed Jacks","1961","141","Drama,Western",12514
"tt0055277","The Parent Trap","The Parent Trap","1961","129","Comedy,Family,Romance",22849
"tt0055278","Paris Blues","Paris Blues","1961","98","Drama,Music,Romance",3754
"tt0055279","Parrish","Parrish","1961","138","Drama",1174
"tt0055294","The Phantom Planet","The Phantom Planet","1961","82","Action,Adventure,Sci-Fi",3147
"tt0055304","The Pit and the Pendulum","The Pit and the Pendulum","1961","80","Drama,Horror,Mystery",15351
"tt0055310","Placido","Plácido","1961","85","Comedy,Drama",3573
"tt0055312","Pocketful of Miracles","Pocketful of Miracles","1961","136","Comedy,Drama",7562
"tt0055318","Posse from Hell","Posse from Hell","1961","88","Drama,Western",1223
"tt0055320","Il Posto","Il posto","1961","93","Drama",6289
"tt0055353","A Raisin in the Sun","A Raisin in the Sun","1961","128","Drama",9124
"tt0055361","Call Me Genius","The Rebel","1961","105","Comedy",1173
"tt0055380","Rocket Attack U.S.A.","Rocket Attack U.S.A.","1960","68","Thriller",1116
"tt0055382","The Roman Spring of Mrs. Stone","The Roman Spring of Mrs. Stone","1961","103","Drama,Romance",2891
"tt0055399","Salvatore Giuliano","Salvatore Giuliano","1962","123","Crime,Drama,History",3566
"tt0055408","Santo vs. the Vampire Women","Santo vs. las mujeres vampiro","1962","89","Action,Horror",1448
"tt0055438","The Shadow of the Cat","The Shadow of the Cat","1961","79","Horror,Mystery,Thriller",1262
"tt0055452","The Sinister Urge","The Sinister Urge","1960","71","Crime,Drama,Thriller",1648
"tt0055458","Snow White and the Three Stooges","Snow White and the Three Stooges","1961","107","Adventure,Comedy,Family",1139
"tt0055464","Something Wild","Something Wild","1961","113","Drama",1664
"tt0055471","Splendor in the Grass","Splendor in the Grass","1961","124","Drama,Romance",21894
"tt0055489","Summer and Smoke","Summer and Smoke","1961","118","Drama,Romance",2019
"tt0055499","Through a Glass Darkly","Såsom i en spegel","1961","90","Drama",26421
"tt0055505","Scream of Fear","Taste of Fear","1961","81","Horror,Thriller",5045
"tt0055506","A Taste of Honey","A Taste of Honey","1961","101","Drama",6040
"tt0055508","Three Daughters","Teen Kanya","1961","173","Comedy,Drama,Fantasy",1619
"tt0055516","The Terror of the Tongs","The Terror of the Tongs","1961","76","Action,Adventure,Crime",1106
"tt0055526","Tintin et le mystère de la Toison d'Or","Tintin et le mystère de la Toison d'Or","1961","104","Adventure,Drama",1443
"tt0055534","Too Late Blues","Too Late Blues","1961","103","Drama,Music",1425
"tt0055539","Town Without Pity","Town Without Pity","1961","105","Crime,Drama",1927
"tt0055558","Two Rode Together","Two Rode Together","1961","109","Drama,Western",6638
"tt0055562","Invasion of the Neptune Men","Uchû Kaisokusen","1961","75","Action,Sci-Fi",2810
"tt0055571","Underworld U.S.A.","Underworld U.S.A.","1961","99","Crime,Drama,Thriller",3669
"tt0055572","A Woman Is a Woman","Une femme est une femme","1961","85","Comedy,Drama,Romance",18627
"tt0055597","Victim","Victim","1961","100","Drama",6729
"tt0055599","A Very Private Affair","Vie privée","1962","103","Drama",1109
"tt0055601","Viridiana","Viridiana","1961","91","Drama",25282
"tt0055602","A Difficult Life","Una vita difficile","1961","118","Comedy,Drama,War",2041
"tt0055608","Voyage to the Bottom of the Sea","Voyage to the Bottom of the Sea","1961","105","Action,Adventure,Sci-Fi",6452
"tt0055614","West Side Story","West Side Story","1961","153","Crime,Drama,Musical",117784
"tt0055618","Whistle Down the Wind","Whistle Down the Wind","1961","99","Crime,Drama",3604
"tt0055623","Wild in the Country","Wild in the Country","1961","114","Drama,Musical",1933
"tt0055630","Yojimbo","Yôjinbô","1961","110","Action,Drama,Thriller",126385
"tt0055633","The Young Savages","The Young Savages","1961","103","Action,Crime,Drama",2792
"tt0055635","Za dvoma zaytsiamy","Za dvoma zaytsiamy","1961","77","Comedy,Musical",1139
"tt0055719","The 300 Spartans","The 300 Spartans","1962","114","Adventure,Drama,History",7470
"tt0055724","The Expedition","Abhijaan","1962","150","Drama",1292
"tt0055728","Advise & Consent","Advise & Consent","1962","139","Drama,Thriller",7314
"tt0055732","Akitsu Springs","Akitsu onsen","1962","113","Drama,Romance",1158
"tt0055738","All Fall Down","All Fall Down","1962","111","Drama",2268
"tt0055747","Love at Twenty","L'amour à vingt ans","1962","120","Drama,Romance",2405
"tt0055763","Robbery at 3 O'clock","Atraco a las tres","1962","92","Comedy",1294
"tt0055774","Barabbas","Barabbas","1961","137","Biography,Drama,History",6722
"tt0055779","Wild for Kicks","Beat Girl","1960","89","Drama",1184
"tt0055796","Billy Budd","Billy Budd","1962","123","Adventure,Drama,War",4636
"tt0055797","Billy Rose's Jumbo","Billy Rose's Jumbo","1962","123","Comedy,Musical,Romance",1627
"tt0055798","Birdman of Alcatraz","Birdman of Alcatraz","1962","147","Biography,Crime,Drama",18489
"tt0055805","Boccaccio '70","Boccaccio '70","1962","205","Comedy,Fantasy,Romance",4798
"tt0055809","Boys' Night Out","Boys' Night Out","1962","115","Comedy",2307
"tt0055824","Cape Fear","Cape Fear","1962","106","Drama,Thriller",30484
"tt0055830","Carnival of Souls","Carnival of Souls","1962","78","Horror,Mystery",26236
"tt0055831","Carry on Cruising","Carry on Cruising","1962","89","Comedy,Romance",3054
"tt0055832","Cartouche","Cartouche","1962","114","Action,Adventure,Comedy",2777
"tt0055844","Amphibian Man","Chelovek-amfibiya","1961","96","Adventure,Drama,Romance",2677
"tt0055850","Chushingura","Chûshingura","1962","207","Action,Drama,History",2160
"tt0055852","Cléo from 5 to 7","Cléo de 5 à 7","1962","90","Comedy,Drama,Music",24793
"tt0055858","The Grim Reaper","La commare secca","1962","88","Crime,Drama,Mystery",2525
"tt0055871","The Counterfeit Traitor","The Counterfeit Traitor","1962","140","Drama,History,Thriller",2879
"tt0055872","The Creation of the Humanoids","The Creation of the Humanoids","1962","75","Sci-Fi",1448
"tt0055884","Damn the Defiant!","H.M.S. Defiant","1962","101","Action,Drama,History",2760
"tt0055892","David and Lisa","David and Lisa","1962","95","Drama",3211
"tt0055893","The Day Mars Invaded Earth","The Day Mars Invaded Earth","1962","70","Sci-Fi",1071
"tt0055894","The Day of the Triffids","The Day of the Triffids","1963","93","Horror,Sci-Fi",8584
"tt0055895","Days of Wine and Roses","Days of Wine and Roses","1962","117","Drama",13501
